1	9
2	5
3	4
4	1
5	2
6	2
7	2
8	2
9	1
10	2
11	4
12	4
13	2
14	2
15	1
16	5
18	4
19	2
20	1
21	3
22	9
23	3
24	8
25	7
26	6
27	3
28	3
29	3
30	4
31	7
32	2
33	3
34	2
35	1
36	4
38	1
39	1
40	1
41	1
42	1
43	2
44	2
45	1
48	2
49	3
50	2
51	3
52	4
53	4
54	1
55	5
57	1
58	4
59	4
60	1
61	1
64	2
65	1
66	3
67	2
68	1
69	1
70	3
71	2
72	1
73	1
74	3
75	2
77	1
78	2
79	3
81	2
82	1
83	1
84	2
86	2
87	1
88	2
89	1
90	1
93	1
94	1
96	1
97	1
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	4
108	2
109	1
111	1
112	1
113	1
114	2
115	1
116	3
117	1
121	12
122	3
123	3
124	3
125	3
126	3
127	3
128	14
129	8
130	1
131	3
132	2
133	6
134	6
135	5
137	2
138	2
139	2
140	5
141	4
143	3
145	3
146	2
147	3
148	3
149	11
150	4
151	2
152	2
156	1
157	8
158	1
161	7
162	7
163	4
164	4
166	2
167	2
169	9
170	9
171	9
172	9
174	6
175	6
176	3
177	3
181	1
182	8
186	1
187	1
188	1
189	1
192	2
193	2
194	3
195	2
196	4
197	3
198	4
200	2
201	2
202	2
203	2
204	2
205	2
207	4
208	3
209	4
210	3
211	1
212	2
213	1
214	1
215	3
216	1
217	5
218	1
220	3
222	1
223	1
225	1
226	1
227	1
228	1
230	1
231	1
232	7
234	7
235	7
236	7
237	7
239	6
240	5
241	5
242	5
244	7
245	7
246	7
247	7
248	5
249	7
251	2
252	4
253	1
254	1
255	3
257	1
259	2
260	4
261	6
262	3
263	2
264	3
265	3
266	3
270	3
271	1
272	2
273	5
274	13
275	1
276	6
278	2
279	1
281	3
282	3
283	3
284	2
285	1
286	2
287	2
288	1
289	1
290	3
293	3
294	2
295	1
296	1
297	3
299	2
301	1
302	1
303	1
304	1
305	1
306	3
308	1
310	2
312	9
314	1
315	1
316	2
317	2
318	1
319	2
320	2
322	1
323	1
324	1
325	1
326	1
329	1
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	1
338	1
339	1
340	1
341	1
342	1
343	1
355	1
356	1
357	1
360	1
362	1
363	1
364	1
365	2
366	1
367	1
368	1
370	2
371	2
372	1
373	2
374	2
376	1
380	1
381	1
382	8
383	2
384	2
385	1
387	1
390	1
392	1
394	1
395	1
399	2
400	1
401	2
402	2
404	2
405	2
406	2
407	2
408	10
410	2
411	7
412	7
413	7
414	6
415	6
416	6
417	6
418	6
419	6
420	6
422	2
423	1
425	2
426	2
430	1
431	3
432	3
434	2
440	1
441	1
442	1
443	1
444	9
445	8
446	5
448	3
449	3
450	1
451	2
452	1
453	1
454	2
455	2
456	2
457	3
458	3
459	1
460	3
461	4
462	3
463	2
466	1
467	1
469	2
471	1
472	1
473	1
474	1
475	1
477	1
480	4
481	2
483	2
484	2
485	1
486	1
487	6
488	2
489	4
491	2
493	3
494	1
496	2
497	1
498	3
499	1
500	3
501	8
502	2
503	1
505	5
506	2
507	5
508	1
509	4
510	2
511	2
512	3
513	2
514	1
515	1
517	5
522	1
523	1
524	2
525	2
526	2
527	2
529	3
531	2
541	1
542	2
543	1
544	2
545	4
546	1
547	1
548	4
549	3
550	1
551	1
552	1
553	1
558	2
559	1
560	2
562	2
565	1
566	1
568	1
569	1
570	1
572	8
575	2
577	2
578	2
579	2
580	2
581	2
582	2
583	2
584	2
587	1
588	4
589	1
591	1
595	1
600	7
601	2
602	2
603	2
604	2
605	4
606	1
608	2
609	2
610	2
611	2
613	2
615	5
616	3
618	3
619	3
620	3
621	1
622	4
623	2
624	1
625	6
626	15
627	4
628	1
629	2
630	2
631	2
632	7
634	1
635	1
637	1
639	1
640	4
641	1
643	2
645	2
647	3
648	2
649	2
650	1
651	3
652	1
654	2
655	2
656	3
657	1
658	3
659	5
660	2
665	4
667	2
668	2
669	1
672	2
673	1
674	2
677	2
678	2
679	1
681	3
682	1
687	2
688	4
689	2
690	1
691	1
692	2
693	6
694	1
695	1
696	1
697	1
698	1
699	10
700	1
702	1
703	1
704	1
705	1
706	2
709	1
710	1
714	8
715	2
716	1
717	4
718	2
719	1
720	1
721	1
722	1
725	1
726	2
727	1
728	1
729	1
730	3
731	1
733	2
734	2
735	1
736	2
737	1
738	2
739	1
741	2
742	1
743	1
744	1
746	1
747	1
748	1
753	1
756	1
757	2
758	3
759	1
760	2
761	1
762	1
763	1
764	2
765	2
766	2
767	1
768	1
769	1
770	2
771	2
772	1
778	2
779	2
780	4
781	4
784	1
787	3
788	1
789	2
790	2
791	1
793	1
794	1
795	1
796	1
797	4
798	1
799	4
800	2
801	2
802	4
803	2
804	1
805	1
806	1
807	1
808	1
811	11
812	12
813	12
814	6
815	9
816	3
817	7
818	3
819	1
820	3
821	4
822	3
823	4
824	5
825	5
826	6
827	4
830	6
831	5
832	8
833	1
835	1
836	3
838	12
839	1
840	1
841	2
844	13
845	7
846	1
847	3
848	2
849	2
850	10
851	2
852	1
853	1
854	1
855	2
856	1
857	2
858	1
859	1
860	2
861	1
863	5
864	3
865	3
866	1
867	1
868	1
869	2
871	3
872	2
873	9
874	2
875	1
876	2
877	1
878	1
879	1
880	2
881	1
882	1
883	1
884	1
885	1
886	3
887	1
888	3
889	9
891	2
892	1
893	2
894	1
895	3
899	1
900	1
901	5
902	1
904	1
907	8
909	3
910	7
911	3
912	1
913	2
914	5
915	2
917	1
918	3
919	1
920	3
921	4
922	78
923	2
925	6
926	4
927	4
928	6
929	1
930	3
931	3
932	1
933	1
934	1
937	2
938	1
939	1
940	2
941	1
942	1
943	1
944	1
945	1
946	1
948	4
949	1
950	1
951	1
952	1
953	1
954	1
955	4
956	4
957	4
958	4
962	3
963	4
965	3
966	2
967	2
968	3
969	1
970	1
971	2
972	1
973	2
974	1
975	2
976	2
977	2
978	2
979	1
980	1
981	2
983	1
988	1
990	1
991	1
992	1
993	3
994	4
995	1
997	1
998	2
999	3
1000	2
1001	1
1003	1
1004	1
1006	4
1007	4
1008	1
1011	3
1012	1
1014	1
1015	1
1016	1
1017	1
1019	2
1020	1
1022	1
1024	1
1026	3
1027	3
1028	3
1029	3
1031	1
1032	1
1034	5
1035	5
1039	2
1040	2
1042	2
1044	1
1045	2
1046	2
1047	9
1048	1
1049	2
1051	2
1052	2
1053	5
1054	3
1055	2
1057	2
1058	5
