3002368	1
3002369	1
3002371	1
3002372	1
3002373	1
3002374	1
3002375	1
3002376	1
3002377	1
3002378	1
3002379	1
3002380	1
3002381	1
3002382	1
3002383	1
3002385	1
3002386	1
3002387	1
3002389	1
3002390	1
3002391	1
3002392	1
3002394	1
3002396	1
3002397	1
3002398	1
3002399	1
3002400	1
3002401	1
3002402	1
3002403	1
3002404	1
3002405	1
3002409	1
3002410	1
3002411	1
3002412	1
3002413	1
3002414	1
3002415	1
3002416	1
3002418	1
3002419	1
3002420	1
3002421	1
3002422	1
3002423	1
3002424	1
3002425	1
3002426	1
3002427	1
3002428	1
3002429	1
3002430	1
3002431	1
3002432	1
3002433	1
3002434	1
3002435	1
3002436	1
3002437	1
3002438	1
3002439	1
3002440	1
3002441	1
3002442	1
3002443	1
3002444	1
3002445	1
3002446	1
3002450	1
3002451	1
3002452	1
3002453	1
3002454	1
3002455	1
3002456	1
3002457	1
3002458	1
3002459	1
3002460	1
3002461	1
3002462	1
3002463	1
3002464	1
3002465	1
3002466	1
3002467	1
3002468	1
3002469	1
3002470	1
3002471	1
3002472	1
3002475	1
3002476	1
3002477	1
3002478	1
3002480	1
3002481	1
3002482	1
3002483	1
3002484	1
3002485	1
3002487	1
3002488	1
3002492	1
3002493	1
3002494	1
3002495	1
3002496	1
3002497	1
3002498	1
3002500	1
3002501	1
3002502	1
3002505	1
3002506	1
3002507	1
3002508	1
3002509	1
3002510	1
3002511	1
3002512	1
3002513	1
3002514	1
3002515	1
3002516	1
3002517	1
3002518	1
3002519	1
3002520	1
3002521	1
3002522	2
3002523	1
3002524	1
3002525	1
3002526	1
3002528	1
3002529	1
3002531	1
3002533	1
3002534	1
3002535	1
3002536	1
3002537	1
3002538	1
3002539	1
3002540	1
3002541	1
3002542	1
3002543	1
3002544	1
3002545	1
3002546	2
3002547	2
3002549	1
3002553	1
3002554	1
3002555	1
3002556	1
3002557	1
3002558	1
3002559	1
3002560	1
3002561	1
3002562	1
3002563	1
3002564	1
3002565	1
3002566	1
3002567	1
3002568	1
3002569	1
3002570	1
3002571	1
3002572	1
3002573	1
3002574	1
3002575	1
3002576	1
3002577	1
3002580	1
3002581	1
3002582	1
3002583	1
3002584	1
3002585	1
3002586	1
3002587	1
3002588	1
3002589	1
3002590	1
3002591	1
3002592	1
3002593	1
3002594	1
3002595	1
3002596	1
3002597	2
3002598	2
3002599	1
3002601	1
3002602	1
3002603	1
3002604	1
3002605	1
3002606	1
3002607	1
3002608	1
3002609	1
3002611	1
3002612	1
3002613	1
3002614	1
3002615	1
3002616	1
3002617	1
3002618	1
3002619	1
3002620	1
3002621	1
3002622	1
3002623	1
3002624	1
3002625	1
3002626	1
3002627	1
